mail_id,gonderen_ad,konu,govde,kategori,aciliyet,tarih
170,Elif Arslan,Tüketici Hakem Heyeti,"İade işlemim 1 ay önce yapıldı, paramı vermiyorsunuz. 3299 TL tutarındaki iadem için tüketici hakem heyetine bugün başvuruyorum. Mahkeme masraflarını da sizden talep edeceğim. Sipariş: SP811256

--
Elif Arslan",iade,5,2026-03-28 10:35
171,Onur Yıldırım,Ürün beğenilmedi,"İyi günler, aldığım blender beklediğim gibi çıkmadı. 14 gün içinde olduğum için iade etmek istiyorum. Yönlendirme rica ederim.

--
Onur Yıldırım",iade,2,2026-04-10 10:35
172,Burak Erdoğan,Fatura talebi,"Merhaba, SP106945 numaralı siparişim için e-fatura tarafıma ulaşmadı. Tekrar gönderebilir misiniz?

İyi günler dilerim,
Burak Erdoğan",fatura,1,2026-04-12 10:35
173,Hatice Özdemir,İade kabul edilmedi,"İade ettiğim ürünüm 'kullanılmış' diye geri gönderildi. Oysa sadece denedim, etiketleri bile durmaktaydı. Bu kabul edilemez.",iade,4,2026-04-05 10:35
174,Onur Yıldırım,YASAL İŞLEM BAŞLATACAĞIM,"15 gündür siparişim gelmedi, paramı da iade etmiyorsunuz. Tüketici hakem heyetine başvuruyorum. Avukatımla görüştüm, bu konuyu yargıya taşıyacağız. Sipariş no: SP533321 Tutar: 799 TL",kargo,5,2026-04-21 10:35
175,Emine Aydın,Garanti sorusu,"İyi günler, 25.04.2026 tarihinde aldığım monitör için garanti belgesini nereden temin edebilirim?

--
Emine Aydın

> Emine Aydın şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,1,2026-04-20 10:35
176,Ahmet Çelik,Geç teslimat,"Siparişim SP499889 3 gün önce teslim edilmiş görünüyor ama bana ulaşmadı. Apartman görevlisi de almamış. Bu konuda ne yapmamı önerirsiniz?

----- Önceki Mesaj -----
Merhaba Ahmet Çelik,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",kargo,4,2026-04-19 10:35
177,Fatma Kaya,Garanti sorusu,"İyi günler, 09.03.2026 tarihinde aldığım laptop için garanti belgesini nereden temin edebilirim?",teknik,2,2026-04-17 10:35
178,Burak Erdoğan,Ürün tarif edildiği gibi değil,"Ürün açıklamasında 'su geçirmez' yazıyordu, oysa elime aldığım modelde böyle bir özellik yok. Yanıltıcı bilgi vermişsiniz. Sipariş: SP447848

Saygılarımla,
Burak Erdoğan",teknik,3,2026-03-29 10:35
179,Hatice Özdemir,Kargo şirketi rezalet,"valiz siparişim için kargo görevlisi geldi, ben evdeyken zile bile basmadan 'adres bulunamadı' yazıp gitmiş. Bu üçüncü sefer oluyor. Kargo şirketinizi değiştirin artık!

Teşekkürler,
Hatice Özdemir
Tel: 05466188935",kargo,4,2026-04-15 10:35
180,Selin Aksoy,Ürün arızalı,"Aldığım tost makinesi ilk açılışta çalıştı ama 2 gün sonra hiç açılmıyor. Tuşa basıyorum tepki vermiyor. Sipariş: SP382507

> Selin Aksoy şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,3,2026-04-21 10:35
181,Kerem Tekin,Kargo durumu hakkında,"Merhaba, 27.02.2026 tarihinde verdiğim SP443939 numaralı siparişimin durumunu öğrenmek istiyorum. Kargo takip linki çalışmıyor. Bilgi verirseniz sevinirim.

Saygılarımla,
Kerem Tekin",kargo,2,2026-04-07 10:35
182,Ali Yıldız,Param hala iade edilmedi,"20 GÜN ÖNCE iade ettim, hala param hesabıma gelmedi. Her aradığımda 'işleme alındı' diyorsunuz. Artık ne demek istediğinizi anlamıyorum. Tutar: 2450 TL

Saygılarımla,
Ali Yıldız",iade,5,2026-04-26 10:35
183,Ahmet Çelik,ÇİFT ÇEKİM YAPILDI,Hesabımdan AYNI siparişin tutarı İKİ KEZ çekildi! 1250 TL fazladan paramı alın geri verin. Bankayı arıyorum şu an. Sipariş: SP925115,fatura,5,2026-04-15 10:35
184,Zeynep Şahin,Kargo durumu hakkında,"Merhaba, 19.04.2026 tarihinde verdiğim SP651640 numaralı siparişimin durumunu öğrenmek istiyorum. Kargo takip linki çalışmıyor. Bilgi verirseniz sevinirim.

--
Zeynep Şahin",kargo,1,2026-04-13 10:35
185,Zeynep Şahin,İade prosedürü hakkında,"Merhaba, SP811027 numaralı siparişimdeki valiz ürününü iade etmek istiyorum. İade sürecini nasıl başlatabilirim? Teşekkürler.

İyi günler dilerim,
Zeynep Şahin

> Zeynep Şahin şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",iade,2,2026-04-16 10:35
186,Elif Arslan,Ürün tarif edildiği gibi değil,"Ürün açıklamasında 'su geçirmez' yazıyordu, oysa elime aldığım modelde böyle bir özellik yok. Yanıltıcı bilgi vermişsiniz. Sipariş: SP672133

İyi günler dilerim,
Elif Arslan

> Elif Arslan şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,4,2026-04-02 10:35
187,Kerem Tekin,Beden değişimi,"Sipariş ettiğim ürün bana büyük geldi. Bir beden küçüğüyle değişim yapmak mümkün mü? Sipariş: SP449555

Saygılarımla,
Kerem Tekin",iade,2,2026-04-23 10:35
188,Hüseyin Doğan,Fatura tutarı yanlış,"Sipariş tutarım 1250 TL idi ama faturada farklı bir tutar görünüyor. Kontrol eder misiniz? SP432270

Teşekkürler,
Hüseyin Doğan
Tel: 05497634639",fatura,3,2026-04-03 10:35
189,Hüseyin Doğan,Kargom kayıp!!,"Bu nasıl bir hizmet anlayışı? 10 GÜNDÜR siparişimi bekliyorum. Kargo şirketini aradım, sizden bilgi gelmediğini söylüyor. SP723398 numaralı siparişim derhal teslim edilsin yoksa iptal istiyorum.

İyi günler dilerim,
Hüseyin Doğan",kargo,4,2026-04-21 10:35
190,Mehmet Demir,Fatura bilgileri,"İyi günler, faturada şirket bilgilerimi güncellemek istiyorum. Yeni vergi numaramı nereden bildirebilirim?

Saygılarımla,
Mehmet Demir",fatura,2,2026-04-06 10:35
191,Hüseyin Doğan,Fatura bilgileri,"İyi günler, faturada şirket bilgilerimi güncellemek istiyorum. Yeni vergi numaramı nereden bildirebilirim?

Saygılarımla,
Hüseyin Doğan

----- Önceki Mesaj -----
Merhaba Hüseyin Doğan,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,1,2026-04-06 10:35
192,Emine Aydın,Garanti sorusu,"İyi günler, 14.03.2026 tarihinde aldığım laptop için garanti belgesini nereden temin edebilirim?

Saygılarımla,
Emine Aydın

----- Önceki Mesaj -----
Merhaba Emine Aydın,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",teknik,1,2026-03-31 10:35
193,Ali Yıldız,Ürün arızalı,"Aldığım kulaklık ilk açılışta çalıştı ama 2 gün sonra hiç açılmıyor. Tuşa basıyorum tepki vermiyor. Sipariş: SP286340

> Ali Yıldız şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,3,2026-03-29 10:35
194,Hüseyin Doğan,İade prosedürü hakkında,"Merhaba, SP769989 numaralı siparişimdeki yatak takımı ürününü iade etmek istiyorum. İade sürecini nasıl başlatabilirim? Teşekkürler.

--
Hüseyin Doğan",iade,1,2026-04-07 10:35
195,Emine Aydın,Fatura talebi,"Merhaba, SP526911 numaralı siparişim için e-fatura tarafıma ulaşmadı. Tekrar gönderebilir misiniz?",fatura,1,2026-03-28 10:35
196,Hatice Özdemir,Kargo şirketi rezalet,"Bluetooth kulaklık siparişim için kargo görevlisi geldi, ben evdeyken zile bile basmadan 'adres bulunamadı' yazıp gitmiş. Bu üçüncü sefer oluyor. Kargo şirketinizi değiştirin artık!

İyi günler dilerim,
Hatice Özdemir",kargo,3,2026-04-14 10:35
197,Hasan Koç,Ürün kullanımı,"Merhaba, yeni aldığım laptop kutudan çıktığında nasıl şarj edilmesi gerekiyor? Kullanım kılavuzunda net bilgi yok.

İyi günler dilerim,
Hasan Koç

----- Önceki Mesaj -----
Merhaba Hasan Koç,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",teknik,1,2026-04-05 10:35
198,Ali Yıldız,Eksik parça,"tablet kutusundan eksik parça çıktı. Şarj kablosu yok. Hemen gönderilmesini rica ediyorum.

Teşekkürler,
Ali Yıldız
Tel: 05379318184",teknik,2,2026-04-13 10:35
199,Selin Aksoy,Garanti sorusu,"İyi günler, 24.03.2026 tarihinde aldığım ütü için garanti belgesini nereden temin edebilirim?

--
Selin Aksoy

----- Önceki Mesaj -----
Merhaba Selin Aksoy,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",teknik,2,2026-04-10 10:35
200,Ali Yıldız,Fatura tutarı yanlış,"Sipariş tutarım 4750 TL idi ama faturada farklı bir tutar görünüyor. Kontrol eder misiniz? SP207697

----- Önceki Mesaj -----
Merhaba Ali Yıldız,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,2,2026-04-18 10:35
201,Mustafa Öztürk,Eksik parça,"kulaklık kutusundan eksik parça çıktı. Şarj kablosu yok. Hemen gönderilmesini rica ediyorum.

--
Mustafa Öztürk

> Mustafa Öztürk şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,3,2026-04-19 10:35
202,Onur Yıldırım,Hatalı ücretlendirme,"İptal ettiğim siparişin tutarı hala kartımdan tahsil edilmiş görünüyor. 7999 TL nerede? 5 gündür arıyorum kimse cevap vermiyor.

Teşekkürler,
Onur Yıldırım
Tel: 05516793064

> Onur Yıldırım şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",fatura,4,2026-04-11 10:35
203,Kerem Tekin,Kargo durumu hakkında,"Merhaba, 18.04.2026 tarihinde verdiğim SP350132 numaralı siparişimin durumunu öğrenmek istiyorum. Kargo takip linki çalışmıyor. Bilgi verirseniz sevinirim.

İyi günler dilerim,
Kerem Tekin",kargo,2,2026-04-03 10:35
204,Ayşe Yılmaz,Param hala iade edilmedi,"20 GÜN ÖNCE iade ettim, hala param hesabıma gelmedi. Her aradığımda 'işleme alındı' diyorsunuz. Artık ne demek istediğinizi anlamıyorum. Tutar: 1250 TL

Teşekkürler,
Ayşe Yılmaz
Tel: 05455108369",iade,5,2026-04-13 10:35
205,İbrahim Kurt,ÇİFT ÇEKİM YAPILDI,"Hesabımdan AYNI siparişin tutarı İKİ KEZ çekildi! 149 TL fazladan paramı alın geri verin. Bankayı arıyorum şu an. Sipariş: SP549112

Teşekkürler,
İbrahim Kurt
Tel: 05374716584",fatura,5,2026-04-01 10:35
206,Merve Polat,Kargo durumu hakkında,"Merhaba, 07.03.2026 tarihinde verdiğim SP922157 numaralı siparişimin durumunu öğrenmek istiyorum. Kargo takip linki çalışmıyor. Bilgi verirseniz sevinirim.

Teşekkürler,
Merve Polat
Tel: 05439164991

> Merve Polat şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",kargo,1,2026-04-18 10:35
207,Ali Yıldız,İade prosedürü hakkında,"Merhaba, SP610271 numaralı siparişimdeki valiz ürününü iade etmek istiyorum. İade sürecini nasıl başlatabilirim? Teşekkürler.

İyi günler dilerim,
Ali Yıldız",iade,1,2026-04-27 10:35
208,Burak Erdoğan,Geç teslimat,"Siparişim SP507746 3 gün önce teslim edilmiş görünüyor ama bana ulaşmadı. Apartman görevlisi de almamış. Bu konuda ne yapmamı önerirsiniz?

Saygılarımla,
Burak Erdoğan

> Burak Erdoğan şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",kargo,3,2026-03-29 10:35
209,Hatice Özdemir,Kargo durumu hakkında,"Merhaba, 11.04.2026 tarihinde verdiğim SP639131 numaralı siparişimin durumunu öğrenmek istiyorum. Kargo takip linki çalışmıyor. Bilgi verirseniz sevinirim.

--
Hatice Özdemir",kargo,2,2026-04-20 10:35
210,Ahmet Çelik,DOLANDIRICILIK,"Hiç sipariş vermediğim halde kartımdan 1250 TL çekilmiş! Kart bilgilerim sizden mi sızdı? BDDK'ya ve savcılığa şikayette bulunuyorum. Acil müdahale!

İyi günler dilerim,
Ahmet Çelik",fatura,5,2026-04-12 10:35
211,Esra Acar,İade kabul edilmedi,"İade ettiğim ürünüm 'kullanılmış' diye geri gönderildi. Oysa sadece denedim, etiketleri bile durmaktaydı. Bu kabul edilemez.

Saygılarımla,
Esra Acar

> Esra Acar şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",iade,4,2026-04-09 10:35
212,Emine Aydın,Ürün TEHLİKELİ,"Aldığım monitör kullanırken kıvılcım çıkardı, neredeyse yangın çıkıyordu! Çocuğumun yanında kullanıyordum, bir şey olsa kim sorumlu olacaktı? Bu ürün geri çağrılmalı!!

İyi günler dilerim,
Emine Aydın",teknik,5,2026-04-13 10:35
213,Hüseyin Doğan,Ürün tarif edildiği gibi değil,"Ürün açıklamasında 'su geçirmez' yazıyordu, oysa elime aldığım modelde böyle bir özellik yok. Yanıltıcı bilgi vermişsiniz. Sipariş: SP615929

Teşekkürler,
Hüseyin Doğan
Tel: 05321736524

> Hüseyin Doğan şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,4,2026-04-05 10:35
214,Mehmet Demir,Param hala iade edilmedi,"20 GÜN ÖNCE iade ettim, hala param hesabıma gelmedi. Her aradığımda 'işleme alındı' diyorsunuz. Artık ne demek istediğinizi anlamıyorum. Tutar: 299 TL

Teşekkürler,
Mehmet Demir
Tel: 05488202195",iade,5,2026-04-05 10:35
215,Ali Yıldız,Bozuk ürün geldi değişim,"İkinci defa bozuk ürün geliyor. İlkini değiştirdiniz, gelen de aynı sorunu veriyor. tost makinesi modeli kalitesizmiş. Param iade edilsin.

İyi günler dilerim,
Ali Yıldız",teknik,4,2026-04-04 10:35
216,Hüseyin Doğan,Beden değişimi,"Sipariş ettiğim ürün bana büyük geldi. Bir beden küçüğüyle değişim yapmak mümkün mü? Sipariş: SP434165

Teşekkürler,
Hüseyin Doğan
Tel: 05553450300

> Hüseyin Doğan şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",iade,1,2026-04-18 10:35
217,Ayşe Yılmaz,Tüketici Hakem Heyeti,"İade işlemim 1 ay önce yapıldı, paramı vermiyorsunuz. 149 TL tutarındaki iadem için tüketici hakem heyetine bugün başvuruyorum. Mahkeme masraflarını da sizden talep edeceğim. Sipariş: SP706403

--
Ayşe Yılmaz",iade,5,2026-03-29 10:35
218,Mustafa Öztürk,Sipariş gelmedi,"Merhaba, 26.02.2026 tarihinde sipariş ettiğim kazak hala elime ulaşmadı. Kargo takip sisteminde 5 gündür hareket yok. Lütfen acil bilgi verin. Sipariş no: SP916449

İyi günler dilerim,
Mustafa Öztürk",kargo,3,2026-04-24 10:35
219,Mehmet Demir,Tüketici Hakem Heyeti,"İade işlemim 1 ay önce yapıldı, paramı vermiyorsunuz. 1250 TL tutarındaki iadem için tüketici hakem heyetine bugün başvuruyorum. Mahkeme masraflarını da sizden talep edeceğim. Sipariş: SP643269

Saygılarımla,
Mehmet Demir

> Mehmet Demir şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",iade,5,2026-03-28 10:35
220,Elif Arslan,Beden değişimi,Sipariş ettiğim ürün bana büyük geldi. Bir beden küçüğüyle değişim yapmak mümkün mü? Sipariş: SP432441,iade,1,2026-04-09 10:35
221,Fatma Kaya,Eksik parça,"telefon kutusundan eksik parça çıktı. Şarj kablosu yok. Hemen gönderilmesini rica ediyorum.

Teşekkürler,
Fatma Kaya
Tel: 05332244876",teknik,2,2026-03-30 10:35
222,Fatma Kaya,Fatura tutarı yanlış,"Sipariş tutarım 299 TL idi ama faturada farklı bir tutar görünüyor. Kontrol eder misiniz? SP275018

İyi günler dilerim,
Fatma Kaya",fatura,2,2026-04-27 10:35
223,Emine Aydın,İndirim uygulanmadı,Kupon kodumu kullandım ama faturaya yansımamış. Kupon kodu: HOSGELDIN20. Fark olan 459 TL'yi iade etmenizi rica ederim.,fatura,2,2026-04-23 10:35
224,Burak Erdoğan,ÇİFT ÇEKİM YAPILDI,"Hesabımdan AYNI siparişin tutarı İKİ KEZ çekildi! 1899 TL fazladan paramı alın geri verin. Bankayı arıyorum şu an. Sipariş: SP421549

--
Burak Erdoğan

----- Önceki Mesaj -----
Merhaba Burak Erdoğan,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,4,2026-04-13 10:35
225,Selin Aksoy,İade onayı bekliyorum,"03.04.2026 tarihinde iade kargosu gönderdim, ulaşmasına rağmen 7 gündür onay gelmedi. Param ne zaman iade olacak? SP159653

İyi günler dilerim,
Selin Aksoy",iade,3,2026-04-13 10:35
226,Hüseyin Doğan,Hatalı ücretlendirme,"İptal ettiğim siparişin tutarı hala kartımdan tahsil edilmiş görünüyor. 2450 TL nerede? 5 gündür arıyorum kimse cevap vermiyor.

Saygılarımla,
Hüseyin Doğan

----- Önceki Mesaj -----
Merhaba Hüseyin Doğan,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,4,2026-04-11 10:35
227,Ali Yıldız,Sipariş gelmedi,"Merhaba, 11.04.2026 tarihinde sipariş ettiğim akıllı saat hala elime ulaşmadı. Kargo takip sisteminde 5 gündür hareket yok. Lütfen acil bilgi verin. Sipariş no: SP160738

İyi günler dilerim,
Ali Yıldız

----- Önceki Mesaj -----
Merhaba Ali Yıldız,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",kargo,3,2026-04-23 10:35
228,Burak Erdoğan,Tüketici Hakem Heyeti,"İade işlemim 1 ay önce yapıldı, paramı vermiyorsunuz. 1899 TL tutarındaki iadem için tüketici hakem heyetine bugün başvuruyorum. Mahkeme masraflarını da sizden talep edeceğim. Sipariş: SP766549

Teşekkürler,
Burak Erdoğan
Tel: 05531272499",iade,5,2026-04-16 10:35
229,Emine Aydın,İade onayı bekliyorum,"14.04.2026 tarihinde iade kargosu gönderdim, ulaşmasına rağmen 7 gündür onay gelmedi. Param ne zaman iade olacak? SP324381

Teşekkürler,
Emine Aydın
Tel: 05595557052

> Emine Aydın şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",iade,3,2026-04-08 10:35
230,Ali Yıldız,Ürün kullanımı,"Merhaba, yeni aldığım ütü kutudan çıktığında nasıl şarj edilmesi gerekiyor? Kullanım kılavuzunda net bilgi yok.

--
Ali Yıldız",teknik,1,2026-04-24 10:35
231,Hasan Koç,Bozuk ürün geldi değişim,"İkinci defa bozuk ürün geliyor. İlkini değiştirdiniz, gelen de aynı sorunu veriyor. saç kurutma makinesi modeli kalitesizmiş. Param iade edilsin.

Teşekkürler,
Hasan Koç
Tel: 05382306728",teknik,4,2026-04-24 10:35
232,Mustafa Öztürk,İade prosedürü hakkında,"Merhaba, SP600646 numaralı siparişimdeki spor ayakkabı ürününü iade etmek istiyorum. İade sürecini nasıl başlatabilirim? Teşekkürler.

İyi günler dilerim,
Mustafa Öztürk

> Mustafa Öztürk şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",iade,2,2026-04-03 10:35
233,Mehmet Demir,Param hala iade edilmedi,"20 GÜN ÖNCE iade ettim, hala param hesabıma gelmedi. Her aradığımda 'işleme alındı' diyorsunuz. Artık ne demek istediğinizi anlamıyorum. Tutar: 4750 TL

Saygılarımla,
Mehmet Demir

> Mehmet Demir şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",iade,5,2026-04-20 10:35
234,Merve Polat,İndirim uygulanmadı,"Kupon kodumu kullandım ama faturaya yansımamış. Kupon kodu: HOSGELDIN20. Fark olan 149 TL'yi iade etmenizi rica ederim.

İyi günler dilerim,
Merve Polat",fatura,3,2026-04-04 10:35
235,Elif Arslan,Param hala iade edilmedi,"20 GÜN ÖNCE iade ettim, hala param hesabıma gelmedi. Her aradığımda 'işleme alındı' diyorsunuz. Artık ne demek istediğinizi anlamıyorum. Tutar: 149 TL

Teşekkürler,
Elif Arslan
Tel: 05383088344",iade,5,2026-03-30 10:35
236,Elif Arslan,Kargo durumu hakkında,"Merhaba, 28.02.2026 tarihinde verdiğim SP508396 numaralı siparişimin durumunu öğrenmek istiyorum. Kargo takip linki çalışmıyor. Bilgi verirseniz sevinirim.

İyi günler dilerim,
Elif Arslan",kargo,1,2026-03-28 10:35
237,Selin Aksoy,İndirim uygulanmadı,"Kupon kodumu kullandım ama faturaya yansımamış. Kupon kodu: HOSGELDIN20. Fark olan 3299 TL'yi iade etmenizi rica ederim.

İyi günler dilerim,
Selin Aksoy",fatura,3,2026-04-01 10:35
238,Selin Aksoy,ÇİFT ÇEKİM YAPILDI,"Hesabımdan AYNI siparişin tutarı İKİ KEZ çekildi! 4750 TL fazladan paramı alın geri verin. Bankayı arıyorum şu an. Sipariş: SP556106

Teşekkürler,
Selin Aksoy
Tel: 05596824517",fatura,4,2026-04-02 10:35
239,Esra Acar,Kargo durumu hakkında,"Merhaba, 20.03.2026 tarihinde verdiğim SP341292 numaralı siparişimin durumunu öğrenmek istiyorum. Kargo takip linki çalışmıyor. Bilgi verirseniz sevinirim.

İyi günler dilerim,
Esra Acar

> Esra Acar şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",kargo,1,2026-03-30 10:35
240,Hüseyin Doğan,Ürün tarif edildiği gibi değil,"Ürün açıklamasında 'su geçirmez' yazıyordu, oysa elime aldığım modelde böyle bir özellik yok. Yanıltıcı bilgi vermişsiniz. Sipariş: SP486162

Saygılarımla,
Hüseyin Doğan

> Hüseyin Doğan şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,3,2026-03-29 10:35
241,Gamze Çetin,Tüketici Hakem Heyeti,"İade işlemim 1 ay önce yapıldı, paramı vermiyorsunuz. 459 TL tutarındaki iadem için tüketici hakem heyetine bugün başvuruyorum. Mahkeme masraflarını da sizden talep edeceğim. Sipariş: SP398910

Teşekkürler,
Gamze Çetin
Tel: 05449612629

> Gamze Çetin şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",iade,5,2026-04-25 10:35
242,Hüseyin Doğan,Ürün arızalı,Aldığım kahve makinesi ilk açılışta çalıştı ama 2 gün sonra hiç açılmıyor. Tuşa basıyorum tepki vermiyor. Sipariş: SP883132,teknik,3,2026-04-15 10:35
243,Hatice Özdemir,Hatalı ücretlendirme,"İptal ettiğim siparişin tutarı hala kartımdan tahsil edilmiş görünüyor. 299 TL nerede? 5 gündür arıyorum kimse cevap vermiyor.

Saygılarımla,
Hatice Özdemir

> Hatice Özdemir şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",fatura,4,2026-04-27 10:35
244,Ahmet Çelik,Kargo şirketi rezalet,"kazak siparişim için kargo görevlisi geldi, ben evdeyken zile bile basmadan 'adres bulunamadı' yazıp gitmiş. Bu üçüncü sefer oluyor. Kargo şirketinizi değiştirin artık!

İyi günler dilerim,
Ahmet Çelik

> Ahmet Çelik şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",kargo,4,2026-04-27 10:35
245,Hüseyin Doğan,YASAL İŞLEM BAŞLATACAĞIM,"15 gündür siparişim gelmedi, paramı da iade etmiyorsunuz. Tüketici hakem heyetine başvuruyorum. Avukatımla görüştüm, bu konuyu yargıya taşıyacağız. Sipariş no: SP392477 Tutar: 3299 TL

Saygılarımla,
Hüseyin Doğan",kargo,5,2026-04-17 10:35
246,Mehmet Demir,Ürün arızalı,"Aldığım telefon ilk açılışta çalıştı ama 2 gün sonra hiç açılmıyor. Tuşa basıyorum tepki vermiyor. Sipariş: SP204411

İyi günler dilerim,
Mehmet Demir",teknik,3,2026-04-27 10:35
247,Fatma Kaya,İade prosedürü hakkında,"Merhaba, SP517500 numaralı siparişimdeki elektrikli süpürge ürününü iade etmek istiyorum. İade sürecini nasıl başlatabilirim? Teşekkürler.",iade,1,2026-04-23 10:35
248,Hatice Özdemir,Hatalı ücretlendirme,"İptal ettiğim siparişin tutarı hala kartımdan tahsil edilmiş görünüyor. 799 TL nerede? 5 gündür arıyorum kimse cevap vermiyor.

Teşekkürler,
Hatice Özdemir
Tel: 05436558579",fatura,4,2026-04-09 10:35
249,Fatma Kaya,Eksik parça,"kahve makinesi kutusundan eksik parça çıktı. Şarj kablosu yok. Hemen gönderilmesini rica ediyorum.

Teşekkürler,
Fatma Kaya
Tel: 05326199374

----- Önceki Mesaj -----
Merhaba Fatma Kaya,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",teknik,2,2026-04-02 10:35
250,Hasan Koç,Tüketici Hakem Heyeti,"İade işlemim 1 ay önce yapıldı, paramı vermiyorsunuz. 1250 TL tutarındaki iadem için tüketici hakem heyetine bugün başvuruyorum. Mahkeme masraflarını da sizden talep edeceğim. Sipariş: SP401601

Teşekkürler,
Hasan Koç
Tel: 05339512969

> Hasan Koç şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",iade,5,2026-04-06 10:35
251,Selin Aksoy,İade onayı bekliyorum,"15.04.2026 tarihinde iade kargosu gönderdim, ulaşmasına rağmen 7 gündür onay gelmedi. Param ne zaman iade olacak? SP455505

--
Selin Aksoy",iade,3,2026-04-04 10:35
252,Fatma Kaya,Sipariş takibi,"İyi günler, sipariş ettiğim valiz için kargo numarası tarafıma iletilmedi. Yardımcı olabilir misiniz? Sipariş no: SP501126

--
Fatma Kaya

> Fatma Kaya şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",kargo,2,2026-04-07 10:35
253,Hatice Özdemir,Beden değişimi,"Sipariş ettiğim ürün bana büyük geldi. Bir beden küçüğüyle değişim yapmak mümkün mü? Sipariş: SP710754

İyi günler dilerim,
Hatice Özdemir

> Hatice Özdemir şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",iade,1,2026-04-06 10:35
254,Hasan Koç,Eksik parça,"kulaklık kutusundan eksik parça çıktı. Şarj kablosu yok. Hemen gönderilmesini rica ediyorum.

Teşekkürler,
Hasan Koç
Tel: 05388482830

> Hasan Koç şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,2,2026-04-08 10:35
255,Kerem Tekin,Beden değişimi,"Sipariş ettiğim ürün bana büyük geldi. Bir beden küçüğüyle değişim yapmak mümkün mü? Sipariş: SP927564

İyi günler dilerim,
Kerem Tekin",iade,2,2026-04-18 10:35
256,Ali Yıldız,Ürün arızalı,"Aldığım tablet ilk açılışta çalıştı ama 2 gün sonra hiç açılmıyor. Tuşa basıyorum tepki vermiyor. Sipariş: SP703853

Teşekkürler,
Ali Yıldız
Tel: 05425702656",teknik,3,2026-04-24 10:35
257,Selin Aksoy,Kargom kayıp!!,"Bu nasıl bir hizmet anlayışı? 10 GÜNDÜR siparişimi bekliyorum. Kargo şirketini aradım, sizden bilgi gelmediğini söylüyor. SP879779 numaralı siparişim derhal teslim edilsin yoksa iptal istiyorum.

--
Selin Aksoy",kargo,4,2026-04-07 10:35
