mail_id,gonderen_ad,konu,govde,kategori,aciliyet,tarih
819,Fatma Kaya,Sipariş takibi,"İyi günler, sipariş ettiğim valiz için kargo numarası tarafıma iletilmedi. Yardımcı olabilir misiniz? Sipariş no: SP501126

--
Fatma Kaya

> Fatma Kaya şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",kargo,2,2026-04-07 10:35
820,Fatma Kaya,İade onayı bekliyorum,"05.03.2026 tarihinde iade kargosu gönderdim, ulaşmasına rağmen 7 gündür onay gelmedi. Param ne zaman iade olacak? SP731718

----- Önceki Mesaj -----
Merhaba Fatma Kaya,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",iade,3,2026-04-17 10:35
821,Anonim,Beden sorunu: O kadar kötü bir ürün ki yer bezi bile olmaz,O kadar kötü bir ürün ki yer bezi bile olmaz,iade,1,2026-02-28 19:57
822,Anonim,Arıza: çok kötü. sırf uğraşmamak için iade etmedim ben uy...,çok kötü. sırf uğraşmamak için iade etmedim ben uyguna almıştım. bildiğiniz penye kumaş,teknik,1,2026-04-14 19:57
823,Burak Erdoğan,Geç teslimat,"Siparişim SP931450 3 gün önce teslim edilmiş görünüyor ama bana ulaşmadı. Apartman görevlisi de almamış. Bu konuda ne yapmamı önerirsiniz?

Teşekkürler,
Burak Erdoğan
Tel: 05377784725

> Burak Erdoğan şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",kargo,4,2026-04-06 10:35
824,Anonim,Ürün sorunu: iade ediyorum pet şişe giymek istemiyorum.,iade ediyorum pet şişe giymek istemiyorum.,teknik,3,2026-04-01 19:57
825,Anonim,Değişim: Merhaba ürününüzün etek şort olduğunu bilerek sipa...,"Merhaba ürününüzün etek şort olduğunu bilerek sipariş ettim fakat elime ulaşan ürün şort olarak teslim edildi. Bu durumu açıklayabilir misiniz, ürün resminizi kaldırsanız daha iyi sanki etek yerine şort satıyorum diyebilirsiniz. kesinlikle önermiyorum",iade,1,2026-04-11 19:57
826,Anonim,Kalite şikayeti: gömlek çok güzel ancak 1 kez kullandım koltuk altı...,gömlek çok güzel ancak 1 kez kullandım koltuk altından yırtıldı hatta dikişten değil direkt kumaş yırtıldı. model güzel kalite kötü,teknik,1,2026-03-29 19:57
827,Burak Erdoğan,ÇİFT ÇEKİM YAPILDI,"Hesabımdan AYNI siparişin tutarı İKİ KEZ çekildi! 459 TL fazladan paramı alın geri verin. Bankayı arıyorum şu an. Sipariş: SP919023

----- Önceki Mesaj -----
Merhaba Burak Erdoğan,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,5,2026-04-06 10:35
828,Anonim,Hatalı ürün: ilk yikamada esnedi yamuldu,ilk yikamada esnedi yamuldu,teknik,1,2026-03-10 19:57
829,Ali Yıldız,Sipariş gelmedi,"Merhaba, 28.02.2026 tarihinde sipariş ettiğim yatak takımı hala elime ulaşmadı. Kargo takip sisteminde 5 gündür hareket yok. Lütfen acil bilgi verin. Sipariş no: SP994905",kargo,3,2026-04-19 10:35
830,Anonim,Ürün sorunu: kumaşı çok sert alt kesimi de hoş durmuyor giyince...,kumaşı çok sert alt kesimi de hoş durmuyor giyince iade,teknik,1,2026-03-26 19:57
831,Anonim,Ürün sorunu: Rengi göründüğünden daha soluk ama kumaşı rahat ia...,Rengi göründüğünden daha soluk ama kumaşı rahat iade etmeyeceğim,teknik,1,2026-03-12 19:57
832,Burak Erdoğan,Tüketici Hakem Heyeti,"İade işlemim 1 ay önce yapıldı, paramı vermiyorsunuz. 7999 TL tutarındaki iadem için tüketici hakem heyetine bugün başvuruyorum. Mahkeme masraflarını da sizden talep edeceğim. Sipariş: SP891093

--
Burak Erdoğan",iade,5,2026-04-13 10:35
833,Anonim,İade talebi: Ürünün kumaşından mıdır bilmiyorum beyaz çizgileri...,Ürünün kumaşından mıdır bilmiyorum beyaz çizgilerin olduğu kısım çok kalitesiz duruyor. Yorumlara bakarak almıştım hayal kırıklığı oldu. Iade,iade,1,2026-04-16 19:57
834,Anonim,Arıza: Rengi kalıbı güzel. Ancak ilk yıkamada (15 dk 30de...,Rengi kalıbı güzel. Ancak ilk yıkamada (15 dk 30derece) tiftiklenmeye başladı bu parayı haketmiyor .,teknik,1,2026-03-18 19:57
835,Burak Erdoğan,İade prosedürü hakkında,"Merhaba, SP762055 numaralı siparişimdeki mont ürününü iade etmek istiyorum. İade sürecini nasıl başlatabilirim? Teşekkürler.",iade,1,2026-04-18 10:35
836,Gamze Çetin,Tüketici Hakem Heyeti,"İade işlemim 1 ay önce yapıldı, paramı vermiyorsunuz. 459 TL tutarındaki iadem için tüketici hakem heyetine bugün başvuruyorum. Mahkeme masraflarını da sizden talep edeceğim. Sipariş: SP398910

Teşekkürler,
Gamze Çetin
Tel: 05449612629

> Gamze Çetin şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",iade,5,2026-04-25 10:35
837,Anonim,Beden sorunu: Güzel ama s bedeni bile çok büyük,Güzel ama s bedeni bile çok büyük,iade,1,2026-04-24 19:57
838,Anonim,"Arıza: kumaş kalitesi iyi , gayet sıcak tutacak bir ürün....","kumaş kalitesi iyi , gayet sıcak tutacak bir ürün. Ancak dikişler yamuk ve astar dikimi pek kaliteli değil. Bu fiyatın üstüne biraz daha koyup daha iyi bir kaban alabilirsiniz. En azından kaliteli bir görüntü verir.",teknik,1,2026-03-09 19:57
839,Anonim,Değişim: baska urun gonsdermisler nasil o parani yiye bilev...,baska urun gonsdermisler nasil o parani yiye bileveksiniz anlamiyorum hakimi helal etmiyorum!,iade,5,2026-04-06 19:57
840,Anonim,Yanlış ürün: Kalem etek diyor gelen etek mini etek,Kalem etek diyor gelen etek mini etek,iade,1,2026-04-21 19:57
841,Ahmet Çelik,Kargo şirketi rezalet,"Bluetooth kulaklık siparişim için kargo görevlisi geldi, ben evdeyken zile bile basmadan 'adres bulunamadı' yazıp gitmiş. Bu üçüncü sefer oluyor. Kargo şirketinizi değiştirin artık!

Saygılarımla,
Ahmet Çelik",kargo,3,2026-04-09 10:35
842,Anonim,"Kalite şikayeti: Ürün aşırı yamuk ve iki yerden delik geldi, satıcı...","Ürün aşırı yamuk ve iki yerden delik geldi, satıcı yeni ürün göndermek yerine iade talebi oluşturmamı ve bunu “vazgeçtim” olarak seçmemi istedi 😂",teknik,1,2026-03-04 19:57
843,Anonim,Beden sorunu: Sürekli etiket ve beden yanlış geliyor siyahını is...,Sürekli etiket ve beden yanlış geliyor siyahını istedim onda da aynı şey oldu 36 istiyorum ürün 38 beden etiket 36 yazıyor,iade,2,2026-04-02 19:57
844,İbrahim Kurt,Kargo şirketi rezalet,"Bluetooth kulaklık siparişim için kargo görevlisi geldi, ben evdeyken zile bile basmadan 'adres bulunamadı' yazıp gitmiş. Bu üçüncü sefer oluyor. Kargo şirketinizi değiştirin artık!

İyi günler dilerim,
İbrahim Kurt

----- Önceki Mesaj -----
Merhaba İbrahim Kurt,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",kargo,3,2026-04-07 10:35
845,Elif Arslan,Ürün arızalı,Aldığım telefon ilk açılışta çalıştı ama 2 gün sonra hiç açılmıyor. Tuşa basıyorum tepki vermiyor. Sipariş: SP163406,teknik,3,2026-04-05 10:35
846,Anonim,Kalite şikayeti: Kusurlu hiç beğenmedim,Kusurlu hiç beğenmedim,teknik,1,2026-03-14 19:57
847,Mehmet Demir,Tüketici Hakem Heyeti,"İade işlemim 1 ay önce yapıldı, paramı vermiyorsunuz. 2450 TL tutarındaki iadem için tüketici hakem heyetine bugün başvuruyorum. Mahkeme masraflarını da sizden talep edeceğim. Sipariş: SP524965

----- Önceki Mesaj -----
Merhaba Mehmet Demir,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",iade,5,2026-04-25 10:35
848,Anonim,Arıza: Yırtık geldi iade,Yırtık geldi iade,teknik,1,2026-04-08 19:57
849,Esra Acar,Param hala iade edilmedi,"20 GÜN ÖNCE iade ettim, hala param hesabıma gelmedi. Her aradığımda 'işleme alındı' diyorsunuz. Artık ne demek istediğinizi anlamıyorum. Tutar: 4750 TL

Saygılarımla,
Esra Acar

----- Önceki Mesaj -----
Merhaba Esra Acar,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",iade,4,2026-04-14 10:35
850,Anonim,İade talebi: Kumaşı laynonsu duruşunu beğenmedim iade,Kumaşı laynonsu duruşunu beğenmedim iade,iade,1,2026-04-22 19:57
851,Onur Yıldırım,Garanti sorusu,"İyi günler, 20.03.2026 tarihinde aldığım tost makinesi için garanti belgesini nereden temin edebilirim?

Teşekkürler,
Onur Yıldırım
Tel: 05528339797

> Onur Yıldırım şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,1,2026-04-20 10:35
852,Anonim,İade talebi: L beden aldım ben ama M alsam daha iyi olurmuş. Pa...,L beden aldım ben ama M alsam daha iyi olurmuş. Pamuklu olması güzel.,iade,1,2026-04-11 19:57
853,Anonim,Hatalı ürün: Böyle saygısızlık olmaz.Etegi giyeceğim zaman ütül...,Böyle saygısızlık olmaz.Etegi giyeceğim zaman ütülerken fark ettim her yeri yırtık defolu ürün göndermek nedir.,teknik,1,2026-03-26 19:57
854,Anonim,Ürün sorunu: Bu fermuar tam kalça kısımda bir potluk yaratıyor....,Bu fermuar tam kalça kısımda bir potluk yaratıyor..geniş kalçalar için uygun bir etek,teknik,1,2026-04-08 19:57
855,Anonim,"Yanlış ürün: Ürün, görsel de kloş bir model olarak görünüyor am...","Ürün, görsel de kloş bir model olarak görünüyor ama değil direk kalem etek formun da geliyor, bunun dışında saten ya da ince rahat açılan bir model gibi dursa da ürün kışlık kadife- kaz tüyü gibi minik tüylü ve ligralı bir etek.Görselde ki modelle hiç benzerliği yok, fotoğraf ekleyenleri sonradan inceledim zaten kalem formlu geldiği ve basit kumaştan olduğu kombinlerinde ki duruşundan anlaşılıyor, direk iade",iade,1,2026-04-10 19:57
856,Anonim,Ürün sorunu: Dikişi bu şekildeydi iade,Dikişi bu şekildeydi iade,teknik,1,2026-03-14 19:57
857,Anonim,Hatalı ürün: bunu sipariş ettik bu renk geldi,bunu sipariş ettik bu renk geldi,teknik,1,2026-04-21 19:57
858,Gamze Çetin,Fatura bilgileri,"İyi günler, faturada şirket bilgilerimi güncellemek istiyorum. Yeni vergi numaramı nereden bildirebilirim?

Teşekkürler,
Gamze Çetin
Tel: 05381800429",fatura,1,2026-04-05 10:35
859,Anonim,Ürün sorunu: Yırtık geldi,Yırtık geldi,teknik,1,2026-04-19 19:57
860,Anonim,Yanlış ürün: istediğim kazak yerine fermuarlı hırka gönderilmiş...,istediğim kazak yerine fermuarlı hırka gönderilmiş malesef,iade,1,2026-04-18 19:57
861,Anonim,Kalite şikayeti: Çok özensiz yapılmış öününde çizikler var uhu izi...,Çok özensiz yapılmış öününde çizikler var uhu izi gibi yapışkanların izi var,teknik,1,2026-03-08 19:57
862,Anonim,"Ürün sorunu: Ürün defolu geldi. Tüm emeyime, parama ve zamanıma...","Ürün defolu geldi. Tüm emeyime, parama ve zamanıma yazık.... Yazıklar olsun…",teknik,1,2026-03-21 19:57
863,Anonim,Kalite şikayeti: Ürün çok güzel fakat sadece bir defa giymiş olmama...,Ürün çok güzel fakat sadece bir defa giymiş olmama rağmen üründe yırtıklar ufak delikler oluştu çok üzgünüm bu kadarını beklemiyordum,teknik,1,2026-03-07 19:57
864,Anonim,Kalite şikayeti: kusurlu ürün gönderilmiş kalitesini de beğenmedim,kusurlu ürün gönderilmiş kalitesini de beğenmedim,teknik,1,2026-03-04 19:57
865,Burak Erdoğan,Beden değişimi,"Sipariş ettiğim ürün bana büyük geldi. Bir beden küçüğüyle değişim yapmak mümkün mü? Sipariş: SP814281

İyi günler dilerim,
Burak Erdoğan",iade,2,2026-04-12 10:35
866,Esra Acar,Ürün TEHLİKELİ,"Aldığım laptop kullanırken kıvılcım çıkardı, neredeyse yangın çıkıyordu! Çocuğumun yanında kullanıyordum, bir şey olsa kim sorumlu olacaktı? Bu ürün geri çağrılmalı!!

Teşekkürler,
Esra Acar
Tel: 05319382064",teknik,5,2026-04-16 10:35
867,Onur Yıldırım,DOLANDIRICILIK,"Hiç sipariş vermediğim halde kartımdan 1250 TL çekilmiş! Kart bilgilerim sizden mi sızdı? BDDK'ya ve savcılığa şikayette bulunuyorum. Acil müdahale!

Saygılarımla,
Onur Yıldırım",fatura,5,2026-04-09 10:35
868,Emine Aydın,Ürün TEHLİKELİ,"Aldığım laptop kullanırken kıvılcım çıkardı, neredeyse yangın çıkıyordu! Çocuğumun yanında kullanıyordum, bir şey olsa kim sorumlu olacaktı? Bu ürün geri çağrılmalı!!

Teşekkürler,
Emine Aydın
Tel: 05558202871",teknik,5,2026-04-19 10:35
869,Anonim,İade talebi: Kalıbı ve kumaşı inanılmaZ kötüü aşırı kalitesiz d...,Kalıbı ve kumaşı inanılmaZ kötüü aşırı kalitesiz duruyor. Lastiği cok kalın ve inanılmaz kaba duruyor. Kaliteli diyenler neyin kafasını yaşıyor hiç kalite görmemişler galiba.,iade,1,2026-03-08 19:57
870,Anonim,Kalite şikayeti: Beğenerek aldım kumaşı da güzel. ama etiketli ürün...,Beğenerek aldım kumaşı da güzel. ama etiketli ürünü nasıl cay lekesiyle gonderebilir hala dusunuyorum. tam önünde görünmeyecek gibi değil. çok tereddutle yıkamaya attım ve Allah'tan çıktı. ama bu durum hic hoş olmadı.,teknik,3,2026-03-21 19:57
871,Anonim,Arıza: bir kez giydim yikamaya attim ve uzerindeki baski...,bir kez giydim yikamaya attim ve uzerindeki baski hemen soldu yazik ya pijama oldu cok begenerek almistim,teknik,1,2026-04-25 19:57
872,Anonim,Arıza: Rengi bek değil kahveye yakın geldi.,Rengi bek değil kahveye yakın geldi.,teknik,1,2026-03-05 19:57
873,Ayşe Yılmaz,Garanti sorusu,"İyi günler, 06.03.2026 tarihinde aldığım ütü için garanti belgesini nereden temin edebilirim?

> Ayşe Yılmaz şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,1,2026-04-20 10:35
874,Merve Polat,Param hala iade edilmedi,"20 GÜN ÖNCE iade ettim, hala param hesabıma gelmedi. Her aradığımda 'işleme alındı' diyorsunuz. Artık ne demek istediğinizi anlamıyorum. Tutar: 2450 TL

--
Merve Polat",iade,4,2026-04-03 10:35
875,Anonim,Değişim: güzeldi ama bedeni dar kalıp büyük alın,güzeldi ama bedeni dar kalıp büyük alın,iade,1,2026-04-23 19:57
876,Merve Polat,Fatura talebi,"Merhaba, SP412848 numaralı siparişim için e-fatura tarafıma ulaşmadı. Tekrar gönderebilir misiniz?

Saygılarımla,
Merve Polat",fatura,1,2026-04-09 10:35
877,Anonim,Yanlış ürün: görseldeki ile aynı deil,görseldeki ile aynı deil,iade,1,2026-03-02 19:57
878,Anonim,Hatalı ürün: Bildiğin üstünde saç olan dikişi hatalı iade gelen...,Bildiğin üstünde saç olan dikişi hatalı iade gelen ürünü göndermişler gerçekten sinir bozucu,teknik,1,2026-03-22 19:57
879,Emine Aydın,Eksik parça,"monitör kutusundan eksik parça çıktı. Şarj kablosu yok. Hemen gönderilmesini rica ediyorum.

> Emine Aydın şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,3,2026-04-15 10:35
880,Anonim,İade talebi: İki tane sol ayakkabi gondermişler şaka yapar gibi...,İki tane sol ayakkabi gondermişler şaka yapar gibi şok oldum bide davette giyerim diye almıştım gercekten rezillik yani,iade,1,2026-03-31 19:57
881,Anonim,Ürün sorunu: tisortun arkasi baskisiz geldi,tisortun arkasi baskisiz geldi,teknik,1,2026-04-17 19:57
882,Anonim,Beden sorunu: Elbisede 36 beden etikette 38 diyor daha düzgün ko...,Elbisede 36 beden etikette 38 diyor daha düzgün kontrol sağlamanızı beklerdim,iade,1,2026-03-26 19:57
883,Anonim,Ürün sorunu: Kumaşı hiç rahat değil. Kumaşı yakıyor.,Kumaşı hiç rahat değil. Kumaşı yakıyor.,teknik,1,2026-04-23 19:57
884,Anonim,Hatalı ürün: Ürün lekeli geldi hiç beklemezdim milladan…. Eski...,Ürün lekeli geldi hiç beklemezdim milladan…. Eski kalitesi kalmamış kesinlikle bir yıldızı bile hak etmiyor,teknik,2,2026-04-05 19:57
885,Anonim,Kalite şikayeti: Ürün yırtık geldi :( belimin sol kısmı yırtık olar...,"Ürün yırtık geldi :( belimin sol kısmı yırtık olarak geldi, iyi ki denerken fark ettim. Kumaşı terleten bi kumaşa benziyor ancak modeli çok güzel.",teknik,1,2026-03-24 19:57
886,Anonim,Ürün sorunu: Çok ince ve kalitesiz duruyor.,Çok ince ve kalitesiz duruyor.,teknik,1,2026-04-11 19:57
887,Anonim,Değişim: istediğim ürünle alakası yok bune biçim sorumsuzlu...,istediğim ürünle alakası yok bune biçim sorumsuzluktur ya Trendyol benim için tamamıyla hayal kırıklığı oldu,iade,1,2026-04-26 19:57
888,Ayşe Yılmaz,Tüketici Hakem Heyeti,"İade işlemim 1 ay önce yapıldı, paramı vermiyorsunuz. 299 TL tutarındaki iadem için tüketici hakem heyetine bugün başvuruyorum. Mahkeme masraflarını da sizden talep edeceğim. Sipariş: SP316092",iade,5,2026-04-20 10:35
889,Mustafa Öztürk,ÇİFT ÇEKİM YAPILDI,"Hesabımdan AYNI siparişin tutarı İKİ KEZ çekildi! 149 TL fazladan paramı alın geri verin. Bankayı arıyorum şu an. Sipariş: SP484398

--
Mustafa Öztürk",fatura,4,2026-04-08 10:35
890,Anonim,Arıza: defolu kumaşlı ürün gönderdiler bide üründe kusur...,defolu kumaşlı ürün gönderdiler bide üründe kusur yok söylüyorlar,teknik,1,2026-03-17 19:57
891,Anonim,Arıza: Ürün yırtık geldi iade,Ürün yırtık geldi iade,teknik,1,2026-03-12 19:57
892,Gamze Çetin,YASAL İŞLEM BAŞLATACAĞIM,"15 gündür siparişim gelmedi, paramı da iade etmiyorsunuz. Tüketici hakem heyetine başvuruyorum. Avukatımla görüştüm, bu konuyu yargıya taşıyacağız. Sipariş no: SP159642 Tutar: 299 TL

Saygılarımla,
Gamze Çetin

> Gamze Çetin şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",kargo,5,2026-04-24 10:35
893,Anonim,Değişim: Beyazın S bedenini ve grinin M bedenini almıştım....,Beyazın S bedenini ve grinin M bedenini almıştım. Resmen ikisi de birebir aynı beden 👎🏼,iade,1,2026-03-20 19:57
894,Elif Arslan,YASAL İŞLEM BAŞLATACAĞIM,"15 gündür siparişim gelmedi, paramı da iade etmiyorsunuz. Tüketici hakem heyetine başvuruyorum. Avukatımla görüştüm, bu konuyu yargıya taşıyacağız. Sipariş no: SP377501 Tutar: 299 TL

Saygılarımla,
Elif Arslan",kargo,5,2026-04-22 10:35
895,Anonim,Kalite şikayeti: taşı düşmüş bir şekilde geldi iade,taşı düşmüş bir şekilde geldi iade,teknik,1,2026-03-09 19:57
896,Anonim,Beden sorunu: Yanlış ürün gönderildi iade…,Yanlış ürün gönderildi iade…,iade,2,2026-03-19 19:57
897,İbrahim Kurt,Ürün kullanımı,"Merhaba, yeni aldığım telefon kutudan çıktığında nasıl şarj edilmesi gerekiyor? Kullanım kılavuzunda net bilgi yok.

----- Önceki Mesaj -----
Merhaba İbrahim Kurt,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",teknik,1,2026-04-21 10:35
898,Anonim,Ürün sorunu: Sökük ve etiketsiz onun dışında kalıp olarak güzel...,Sökük ve etiketsiz onun dışında kalıp olarak güzel ama üzülerek iade edeceğim yenisini sipariş edeceğim boyu tam pantolon bitiminde kolları cok salaş değil kalıp olarak güzel,teknik,1,2026-03-13 19:57
899,Emine Aydın,Kargo şirketi rezalet,"yatak takımı siparişim için kargo görevlisi geldi, ben evdeyken zile bile basmadan 'adres bulunamadı' yazıp gitmiş. Bu üçüncü sefer oluyor. Kargo şirketinizi değiştirin artık!

Saygılarımla,
Emine Aydın",kargo,3,2026-03-29 10:35
900,Anonim,Kalite şikayeti: Şaka mısınız siz. Fermuarsınız göndermissiniz?! Ka...,Şaka mısınız siz. Fermuarsınız göndermissiniz?! Kacıncı alışım. Dikkat edin gönderirken. Tatile yetişecektim :(,teknik,1,2026-03-03 19:57
901,Elif Arslan,İade prosedürü hakkında,"Merhaba, SP430926 numaralı siparişimdeki Bluetooth kulaklık ürününü iade etmek istiyorum. İade sürecini nasıl başlatabilirim? Teşekkürler.",iade,1,2026-04-03 10:35
902,Anonim,"Hatalı ürün: Kumaşı vs iyi ama ütü hatası ve dikiş hatası var ,...","Kumaşı vs iyi ama ütü hatası ve dikiş hatası var , ütüden dolayı iz kalmış , dikiş hatasından dolayı kötü duruyor önü diğer rengi de çok iyi",teknik,1,2026-02-27 19:57
903,Anonim,Hatalı ürün: çok fazla iç gösteriyor kalitesi sıfır,çok fazla iç gösteriyor kalitesi sıfır,teknik,1,2026-03-11 19:57
904,Anonim,Değişim: görselle ilgisi yok,görselle ilgisi yok,iade,1,2026-04-13 19:57
905,Anonim,Ürün sorunu: Ürün elime yeni ulaştı hüsrana uğradım defolu geld...,Ürün elime yeni ulaştı hüsrana uğradım defolu geldi,teknik,1,2026-03-08 19:57
906,Anonim,Ürün sorunu: ürün yırtık geldi iade edicem,ürün yırtık geldi iade edicem,teknik,1,2026-04-04 19:57
907,Ali Yıldız,Kargo şirketi rezalet,"kazak siparişim için kargo görevlisi geldi, ben evdeyken zile bile basmadan 'adres bulunamadı' yazıp gitmiş. Bu üçüncü sefer oluyor. Kargo şirketinizi değiştirin artık!

--
Ali Yıldız",kargo,4,2026-04-15 10:35
908,Hüseyin Doğan,Sipariş takibi,"İyi günler, sipariş ettiğim yatak takımı için kargo numarası tarafıma iletilmedi. Yardımcı olabilir misiniz? Sipariş no: SP827659

İyi günler dilerim,
Hüseyin Doğan",kargo,2,2026-04-14 10:35
909,Fatma Kaya,Sipariş takibi,"İyi günler, sipariş ettiğim Bluetooth kulaklık için kargo numarası tarafıma iletilmedi. Yardımcı olabilir misiniz? Sipariş no: SP793384

İyi günler dilerim,
Fatma Kaya

----- Önceki Mesaj -----
Merhaba Fatma Kaya,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",kargo,2,2026-04-19 10:35
910,Anonim,Hatalı ürün: Ürünü defolu geldi  bana mı denk geliyor anlamadım,Ürünü defolu geldi  bana mı denk geliyor anlamadım,teknik,1,2026-04-10 19:57
911,Anonim,Ürün sorunu: Bana tükenmez kalem lekesiyle geldi indirimde aldı...,Bana tükenmez kalem lekesiyle geldi indirimde aldım diye mi anlamadım ama iade etmedim çünkü çok zamlandı,teknik,2,2026-03-26 19:57
912,Anonim,Arıza: Kumaşını duruşunu sevdim fakat defolu gelmese iyiy...,Kumaşını duruşunu sevdim fakat defolu gelmese iyiydi,teknik,1,2026-04-18 19:57
913,Anonim,Ürün sorunu: Kumaşı çok güzel çok rahat ama defolu geldi. Yenis...,Kumaşı çok güzel çok rahat ama defolu geldi. Yenisini sipariş verdim umarım o sorunsuz gelir,teknik,1,2026-04-27 19:57
914,Anonim,Hatalı ürün: Rengi daha koyu,Rengi daha koyu,teknik,1,2026-04-22 19:57
915,Anonim,"Ürün sorunu: Dikiş hatası var, kol astarı yırtık geldi","Dikiş hatası var, kol astarı yırtık geldi",teknik,1,2026-04-15 19:57
916,Anonim,Ürün sorunu: Aslında duruşunu beğendim ama bir kolu dikili deği...,Aslında duruşunu beğendim ama bir kolu dikili değildi mecburen iade,teknik,1,2026-03-15 19:57
917,Anonim,Değişim: L istedim m yollamışlar,L istedim m yollamışlar,iade,1,2026-03-26 19:57
918,Anonim,Ürün sorunu: Yani o kadar para verilen hırkanın bu kadar gelişi...,Yani o kadar para verilen hırkanın bu kadar gelişigüzel dikilmesi hiç hoş değil. İade edemeyeceğim için üzgünüm keşke iade edebilseydim.,teknik,1,2026-04-01 19:57
919,Anonim,İade talebi: Eğer istediğiniz duruş modeldeki görüntü ise iki b...,"Eğer istediğiniz duruş modeldeki görüntü ise iki benden büyük almalısınız. Klasik siyah pantolonun üstüne beyaz gömlek giyen bankacı gibi oldum. Kumaşı güzel ama kalıbını sevmedim. Ayrıca cok kısa hareket ettiğiniz an dışarı çıkıyor, cok yuksek belli bir şeyle giymeniz lazım.",iade,1,2026-03-08 19:57
920,Anonim,Ürün sorunu: birazda iç gösteriyor onun dışında kumaşı fln iyi...,birazda iç gösteriyor onun dışında kumaşı fln iyi yazlık,teknik,1,2026-04-17 19:57
921,Ali Yıldız,Fatura tutarı yanlış,"Sipariş tutarım 4750 TL idi ama faturada farklı bir tutar görünüyor. Kontrol eder misiniz? SP207697

----- Önceki Mesaj -----
Merhaba Ali Yıldız,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,2,2026-04-18 10:35
922,Anonim,Beden sorunu: paketinden bile çıkarmadım baktım yine cepli. ilk...,paketinden bile çıkarmadım baktım yine cepli. ilk aldığımda doğru geldi fakat leke yaptığım için aynısını sipariş ettiğimde cepli geldi hem farklı model hem farklı kalıplardı sonra geri iade ettim yine farklııı ilk aldığım üründen istiyorum görseldekini yollayın artıkkkk. ya da almayın yeni göndericekleri hem kalıbı dar hem de cepli düğmeleri bile farklı sadece rengi aynı,iade,2,2026-04-06 19:57
923,Anonim,Hatalı ürün: sakın almayın alır almaz yıkadım boyası aktı ütüle...,sakın almayın alır almaz yıkadım boyası aktı ütüledim ardından bütün siyah renkler beyaza çıktı. ve bir gün giydim aynı gün içerisinde üzerinde tüylenmeler oldu,teknik,1,2026-04-27 19:57
924,Anonim,İade talebi: etek istedim çok alakasız pantolon gönderdiler dah...,etek istedim çok alakasız pantolon gönderdiler daha sipariş vermem,iade,1,2026-03-14 19:57
925,Hatice Özdemir,Garanti sorusu,"İyi günler, 07.04.2026 tarihinde aldığım laptop için garanti belgesini nereden temin edebilirim?

Saygılarımla,
Hatice Özdemir",teknik,2,2026-04-14 10:35
926,Mehmet Demir,Ürün tarif edildiği gibi değil,"Ürün açıklamasında 'su geçirmez' yazıyordu, oysa elime aldığım modelde böyle bir özellik yok. Yanıltıcı bilgi vermişsiniz. Sipariş: SP334026

İyi günler dilerim,
Mehmet Demir",teknik,4,2026-04-03 10:35
927,Kerem Tekin,Bozuk ürün geldi değişim,"İkinci defa bozuk ürün geliyor. İlkini değiştirdiniz, gelen de aynı sorunu veriyor. kulaklık modeli kalitesizmiş. Param iade edilsin.

Saygılarımla,
Kerem Tekin

> Kerem Tekin şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,4,2026-03-28 10:35
928,Anonim,Hatalı ürün: Kusurlu ürün gönderildi,Kusurlu ürün gönderildi,teknik,1,2026-03-23 19:57
929,Anonim,İade talebi: aşırı dar kalıp 63 kilo beli kapanmadi,aşırı dar kalıp 63 kilo beli kapanmadi,iade,1,2026-04-17 19:57
930,Anonim,Ürün sorunu: Yakasının biri diğerinden uzun defoluydu,Yakasının biri diğerinden uzun defoluydu,teknik,1,2026-02-27 19:57
931,Anonim,Hatalı ürün: Ürün yırtık geldi.,Ürün yırtık geldi.,teknik,1,2026-03-28 19:57
